drug_name,num_prescriber,total_cost
NEO-SYNALAR,1,4616.56
LOTRISONE,3,5162.280000000001
FOLBIC,1,180.93
TEKAMLO,5,12847.98
HYDROCODONE BT-HOMATROPINE MBR,1,456.57
GAVILYTE-H AND BISACODYL,9,7534.879999999999
DALBERT,ACETAMINOPHEN-CODEINE,1,101.4
DALBERT,AMOXICILLIN,1,264.95
DALBERT,CHLORHEXIDINE GLUCONATE,1,63.49
DALBERT,CLINDAMYCIN HCL,1,316.45
DALBERT,HYDROCODONE-ACETAMINOPHEN,1,742.81
DALBERT,OXYCODONE-ACETAMINOPHEN,1,163.18
NEPHRON FA,3,1391.5700000000002
DORYX,2,18470.52
VEREGEN,3,94315.01
PRENATE ELITE,1,1728.01
MINITRAN,10,16660.72
GLUCOPRO,1,161.99
CAMPRAL,1,1253.89
MERREM,2,11783.22
CLARENCE,ACETAMINOPHEN-CODEINE,1,64.51
CLARENCE,AMOXICILLIN,1,101.65
VITAFOL ULTRA,2,2265.99
TERAZOL 7,4,3325.6400000000003
ZEBETA,3,6814.9
AUGUSTO,ERYTHROMYCIN,1,8592.48
AUGUSTO,HYDROCODONE-ACETAMINOPHEN,1,128.12
AUGUSTO,LEVETIRACETAM,1,156.76
AUGUSTO,OXYCODONE-ACETAMINOPHEN,1,278.32
AUGUSTO,TRAMADOL HCL,1,73.87
JULIO,CEFAZOLIN SODIUM,1,1058.37
JULIO,CEFTRIAXONE,2,4069.6000000000004
JULIO,PFIZERPEN,1,2230.15
JULIO,VANCOMYCIN HCL,1,5905.37
METROCREAM,1,6673.38
CITRANATAL DHA,2,1747.92
BETAGAN,5,3953.7599999999998
STERILE PADS,3,362.75
DEXTROSE 5%-1/2NS-KCL,6,4937.68
CARNITOR SF,2,3660.5699999999997
ESTROSTEP FE,1,1757.21
CLEOCIN PHOSPHATE,5,7047.55
CLEOCIN PHOSPHATE IN D5W,1,230.21
J,AMOXICILLIN,1,320.93
J,CHLORHEXIDINE GLUCONATE,1,95.06
J,CLINDAMYCIN HCL,1,93.21
J,DIAZEPAM,1,33.52
J,HYDROCODONE-ACETAMINOPHEN,1,75.99
ACTHIB,1,164.55
HYDROCODONE-HOMATROPINE MBR,6,2294.4800000000005
LEVETIRACETAM-NACL,2,8091.38
FOLIVANE-OB,2,594.1500000000001
AMICAR,1,18195.0
HEXALEN,5,96536.23
RAYMOND,ACETAMINOPHEN-CODEINE,1,156.64
RAYMOND,AMOXICILLIN,2,331.49
RAYMOND,AZITHROMYCIN,2,1424.53
RAYMOND,TRAMADOL HCL,2,1011.49
VENTAVIS,1,221825.67
VFEND IV,4,9299.63
INFUMORPH,1,8166.99
CALAN,4,12534.03
JOHN,ADVAIR DISKUS,1,4148.86
JOHN,ALENDRONATE SODIUM,1,126.53
JOHN,ALLOPURINOL,1,819.63
JOHN,AMITRIPTYLINE HCL,2,1293.06
JOHN,AMLODIPINE BESYLATE,2,1059.3400000000001
JOHN,AMOXICILLIN-CLAVULANATE POTASS,2,498.91
JOHN,ATENOLOL,1,426.65
JOHN,ATORVASTATIN CALCIUM,2,2973.97
JOHN,AZITHROMYCIN,1,182.05
JOHN,BACLOFEN,2,1641.66
JOHN,BENAZEPRIL HCL,1,121.47
JOHN,CARVEDILOL,2,343.02
JOHN,CEFUROXIME,1,424.12
JOHN,CEPHALEXIN,1,139.76
JOHN,CIPROFLOXACIN HCL,2,133.25
JOHN,CLOPIDOGREL,2,635.64
JOHN,COMBIVENT RESPIMAT,1,4670.28
JOHN,CRESTOR,1,6099.56
JOHN,DIAZEPAM,1,110.26
JOHN,DONEPEZIL HCL,1,229.48
JOHN,DOXAZOSIN MESYLATE,1,765.51
JOHN,ENALAPRIL MALEATE,1,666.7
JOHN,ESTRADIOL,1,253.49
JOHN,FELODIPINE ER,1,319.09
JOHN,FINASTERIDE,1,302.31
JOHN,FLUOXETINE HCL,1,224.51
JOHN,FLUTICASONE PROPIONATE,1,369.57
JOHN,FUROSEMIDE,2,773.94
JOHN,GABAPENTIN,2,7618.32
JOHN,GEMFIBROZIL,1,261.94
JOHN,GLIMEPIRIDE,1,317.72
JOHN,GLYBURIDE,1,610.93
JOHN,HYDROCHLOROTHIAZIDE,2,641.5699999999999
JOHN,HYDROCODONE-ACETAMINOPHEN,4,9891.9
JOHN,IBUPROFEN,2,445.15
JOHN,JANUVIA,1,7854.89
JOHN,LANTUS SOLOSTAR,1,3450.22
JOHN,LEVOTHYROXINE SODIUM,2,4226.25
JOHN,LISINOPRIL,2,1478.34
JOHN,LISINOPRIL-HYDROCHLOROTHIAZIDE,1,493.53
JOHN,LOSARTAN POTASSIUM,2,647.54
JOHN,LOSARTAN-HYDROCHLOROTHIAZIDE,1,177.45
JOHN,LOVASTATIN,1,331.16
JOHN,METFORMIN HCL,2,1188.69
JOHN,METOPROLOL SUCCINATE,2,2360.79
JOHN,METOPROLOL TARTRATE,1,569.74
JOHN,MONTELUKAST SODIUM,1,190.36
JOHN,MORPHINE SULFATE ER,2,34488.600000000006
JOHN,NIACOR,1,501.05
JOHN,NITROFURANTOIN,1,273.08
JOHN,OMEPRAZOLE,2,2097.18
JOHN,OXYCODONE HCL,2,14625.390000000001
JOHN,OXYCODONE-ACETAMINOPHEN,2,30645.15
JOHN,PANTOPRAZOLE SODIUM,1,893.2
JOHN,POTASSIUM CHLORIDE,2,1182.85
JOHN,PRAVASTATIN SODIUM,3,2587.49
JOHN,PREDNISONE,3,479.62
JOHN,PROAIR HFA,2,3044.96
JOHN,PROPRANOLOL HCL ER,1,1660.2
JOHN,RANITIDINE HCL,1,454.66
JOHN,SERTRALINE HCL,1,549.08
JOHN,SIMVASTATIN,2,1231.81
JOHN,SPIRIVA,2,11031.220000000001
JOHN,SPIRONOLACTONE,1,194.65
JOHN,SYNTHROID,1,1096.63
JOHN,TAMSULOSIN HCL,1,1795.87
JOHN,TRAMADOL HCL,2,617.61
JOHN,TRAZODONE HCL,2,265.62
JOHN,TRIAZOLAM,1,488.42
JOHN,WARFARIN SODIUM,1,635.94
JOHN,ZOLPIDEM TARTRATE,2,687.05
JERRY,BACLOFEN,1,174.4
JERRY,CARISOPRODOL,1,160.11
JERRY,CELECOXIB,1,1058.97
JERRY,CLONAZEPAM,1,122.3
JERRY,DIAZEPAM,1,99.79
JERRY,GABAPENTIN,1,361.16
JERRY,HYDROCODONE-ACETAMINOPHEN,2,9651.480000000001
JERRY,IBUPROFEN,1,94.9
JERRY,LYRICA,1,8751.86
JERRY,SERTRALINE HCL,1,53.95
JERRY,TIZANIDINE HCL,1,543.15
JERRY,TRAMADOL HCL,1,121.85
JERRY,ZOLPIDEM TARTRATE,1,276.08
GARY,ABILIFY,1,17881.04
GARY,BENZTROPINE MESYLATE,1,449.7
GARY,BUPROPION XL,1,889.56
GARY,BUSPIRONE HCL,1,207.75
GARY,CITALOPRAM HBR,1,103.25
GARY,CLONAZEPAM,1,190.41
GARY,CLOZAPINE,1,6244.29
GARY,DIVALPROEX SODIUM,1,1217.68
GARY,DIVALPROEX SODIUM ER,1,5258.05
GARY,DULOXETINE HCL,1,3652.68
GARY,ESCITALOPRAM OXALATE,1,463.78
GARY,FLUOXETINE HCL,1,237.01
GARY,INVEGA SUSTENNA,1,40509.18
GARY,LATUDA,1,34497.25
GARY,LITHIUM CARBONATE,1,144.13
GARY,LITHIUM CARBONATE ER,1,378.62
GARY,LORAZEPAM,1,225.02
GARY,MIRTAZAPINE,1,342.6
GARY,OLANZAPINE,1,727.1
GARY,PAROXETINE HCL,1,56.2
GARY,PROPRANOLOL HCL,1,338.37
GARY,QUETIAPINE FUMARATE,1,1053.22
GARY,RISPERIDONE,1,413.28
GARY,SERTRALINE HCL,1,242.83
GARY,TOPIRAMATE,1,59.9
GARY,TRAZODONE HCL,1,617.96
GARY,ZIPRASIDONE HCL,1,2406.25
DERMASILKRX SDS,3,219952.71
UREA,4,7272.11
GERALD,AMOXICILLIN,1,167.69
GERALD,CLINDAMYCIN HCL,1,42.72
PRENATE AM,1,1329.11
JOSE,ACETAMINOPHEN-CODEINE,1,1138.52
JOSE,CARISOPRODOL,1,193.15
JOSE,GABAPENTIN,1,720.54
JOSE,MELOXICAM,1,128.53
JOSE,METHYLPREDNISOLONE,2,1103.23
JOSE,TRAMADOL HCL,1,408.37
JOSE,VOLTAREN,1,3797.19
ALMOTRIPTAN MALATE,3,16288.67
PANRETIN,2,130994.76999999999
EMLA,2,2586.71
CEFTIN,6,59183.630000000005
NEBUPENT,1,1627.58
FORTAZ IN ISO-OSMOTIC DEXTROSE,4,18129.22
ALFREDO,AMOXICILLIN,1,31.25
TROPHAMINE,1,1885.11
TOLAK,1,1688.63
SHYRELLE,ACETAMINOPHEN-CODEINE,1,770.36
SHYRELLE,ADVAIR DISKUS,1,9554.66
SHYRELLE,ALCOHOL PREP PADS,1,1071.66
SHYRELLE,ALENDRONATE SODIUM,1,643.14
SHYRELLE,ALLOPURINOL,1,536.52
SHYRELLE,ALPRAZOLAM,1,180.3
SHYRELLE,AMLODIPINE BESYLATE,1,2820.71
SHYRELLE,AMLODIPINE BESYLATE-BENAZEPRIL,1,9372.97
SHYRELLE,AMLODIPINE-VALSARTAN,1,10413.23
SHYRELLE,ATENOLOL,1,348.21
SHYRELLE,ATORVASTATIN CALCIUM,1,5028.92
SHYRELLE,AZELASTINE HCL,1,592.36
SHYRELLE,BD ULTRA-FINE PEN NEEDLE,1,1460.02
SHYRELLE,BENAZEPRIL HCL,1,352.09
SHYRELLE,BENICAR,1,3816.49
SHYRELLE,BETAMETHASONE DIPROPIONATE,1,1120.41
SHYRELLE,BISOPROLOL-HYDROCHLOROTHIAZIDE,1,126.25
SHYRELLE,BUMETANIDE,1,197.15
SHYRELLE,CARVEDILOL,1,276.28
SHYRELLE,CELECOXIB,1,2328.06
SHYRELLE,CEPHALEXIN,1,66.44
SHYRELLE,CILOSTAZOL,1,710.04
SHYRELLE,CIPROFLOXACIN HCL,1,70.86
SHYRELLE,CLONIDINE,1,2049.24
SHYRELLE,CLONIDINE HCL,1,960.34
SHYRELLE,CLOPIDOGREL,1,1094.33
SHYRELLE,COLCHICINE,1,4698.97
SHYRELLE,CRESTOR,1,17039.98
SHYRELLE,DIAZEPAM,1,70.46
SHYRELLE,DICLOFENAC SODIUM,1,493.38
SHYRELLE,DICYCLOMINE HCL,1,52.61
SHYRELLE,DILTIAZEM 24HR ER,1,1617.53
SHYRELLE,DIOVAN,1,5042.15
SHYRELLE,DONEPEZIL HCL,1,3774.88
SHYRELLE,DOXAZOSIN MESYLATE,1,1246.74
SHYRELLE,ENALAPRIL MALEATE,1,631.41
SHYRELLE,ESCITALOPRAM OXALATE,1,292.46
SHYRELLE,FELODIPINE ER,1,1512.89
SHYRELLE,FENOFIBRATE,2,2315.61
SHYRELLE,FINASTERIDE,1,372.42
SHYRELLE,FLUOXETINE HCL,1,212.58
SHYRELLE,FLUTICASONE PROPIONATE,1,421.99
SHYRELLE,FUROSEMIDE,1,418.62
SHYRELLE,GABAPENTIN,1,2609.37
SHYRELLE,GEMFIBROZIL,1,438.75
SHYRELLE,GLIMEPIRIDE,1,1368.52
SHYRELLE,GLIPIZIDE,1,301.2
SHYRELLE,GLIPIZIDE XL,1,205.57
SHYRELLE,GLUCOPHAGE,1,1710.09
SHYRELLE,GLYBURIDE-METFORMIN HCL,1,730.31
SHYRELLE,HUMALOG MIX 75-25,1,5314.35
SHYRELLE,HUMALOG MIX 75-25 KWIKPEN,1,5184.11
SHYRELLE,HUMULIN 70/30 KWIKPEN,1,5614.7
SHYRELLE,HYDRALAZINE HCL,1,444.29
SHYRELLE,HYDROCHLOROTHIAZIDE,1,1636.71
SHYRELLE,HYDROXYCHLOROQUINE SULFATE,1,584.13
SHYRELLE,IBUPROFEN,1,730.97
SHYRELLE,INDAPAMIDE,1,378.75
SHYRELLE,INSULIN SYRINGE,1,428.57
SHYRELLE,IRBESARTAN,1,1959.62
SHYRELLE,IRBESARTAN-HYDROCHLOROTHIAZIDE,1,675.73
SHYRELLE,JANUVIA,1,13308.98
SHYRELLE,KLOR-CON 8,1,345.88
SHYRELLE,KLOR-CON M20,1,115.42
SHYRELLE,LANTUS,1,11951.7
SHYRELLE,LANTUS SOLOSTAR,1,16268.38
SHYRELLE,LEVEMIR FLEXTOUCH,1,11884.63
SHYRELLE,LEVETIRACETAM,1,207.96
SHYRELLE,LEVOTHYROXINE SODIUM,1,3097.57
SHYRELLE,LISINOPRIL,1,2119.53
SHYRELLE,LISINOPRIL-HYDROCHLOROTHIAZIDE,1,1184.66
SHYRELLE,LORAZEPAM,1,665.58
SHYRELLE,LOSARTAN POTASSIUM,1,3388.04
SHYRELLE,LOSARTAN-HYDROCHLOROTHIAZIDE,1,1229.27
SHYRELLE,LOVASTATIN,1,1673.42
SHYRELLE,LYRICA,1,10519.11
SHYRELLE,MATZIM LA,1,2320.34
SHYRELLE,MECLIZINE HCL,1,238.01
SHYRELLE,MELOXICAM,1,782.64
SHYRELLE,METFORMIN HCL,1,1557.59
SHYRELLE,METFORMIN HCL ER,1,2918.36
SHYRELLE,METOLAZONE,1,1541.99
SHYRELLE,METOPROLOL SUCCINATE,1,4385.9
SHYRELLE,METOPROLOL TARTRATE,1,1127.05
SHYRELLE,MIRTAZAPINE,1,810.68
SHYRELLE,MONTELUKAST SODIUM,1,2127.95
SHYRELLE,NAMENDA,1,3697.3
SHYRELLE,NEXIUM,1,8635.57
SHYRELLE,NIACIN ER,1,3210.31
SHYRELLE,NIFEDICAL XL,1,1188.37
SHYRELLE,NIFEDIPINE ER,1,4946.3
SHYRELLE,NORTRIPTYLINE HCL,1,62.1
SHYRELLE,NOVOLOG FLEXPEN,1,5120.98
SHYRELLE,OMEGA-3 ACID ETHYL ESTERS,1,2727.96
SHYRELLE,OMEPRAZOLE,1,3649.54
SHYRELLE,OXYBUTYNIN CHLORIDE,1,869.7
SHYRELLE,OXYBUTYNIN CHLORIDE ER,1,2188.87
SHYRELLE,OXYCODONE-ACETAMINOPHEN,1,632.66
SHYRELLE,PANTOPRAZOLE SODIUM,1,1793.65
SHYRELLE,PAROXETINE HCL,1,66.46
SHYRELLE,PERPHENAZINE-AMITRIPTYLINE,1,1057.63
SHYRELLE,POTASSIUM CHLORIDE,1,1547.1
SHYRELLE,POTASSIUM CITRATE ER,1,1307.27
SHYRELLE,PRAVASTATIN SODIUM,1,1627.72
SHYRELLE,PROAIR HFA,1,1557.55
SHYRELLE,RALOXIFENE HCL,1,1261.22
SHYRELLE,RANITIDINE HCL,1,254.46
SHYRELLE,REPAGLINIDE,1,811.79
SHYRELLE,RISPERIDONE,1,550.09
SHYRELLE,SERTRALINE HCL,1,514.78
SHYRELLE,SIMVASTATIN,1,3328.95
SHYRELLE,SPIRONOLACTONE,1,420.27
SHYRELLE,SYNTHROID,1,1760.39
SHYRELLE,TAMSULOSIN HCL,1,603.69
SHYRELLE,TRAMADOL HCL,1,727.43
SHYRELLE,TRAZODONE HCL,1,69.29
SHYRELLE,TRIAMTERENE-HYDROCHLOROTHIAZID,1,717.46
SHYRELLE,VALACYCLOVIR,1,1180.81
SHYRELLE,VALSARTAN,1,17728.08
SHYRELLE,VALSARTAN-HYDROCHLOROTHIAZIDE,1,6551.59
SHYRELLE,VERAPAMIL ER,1,1847.99
SHYRELLE,WARFARIN SODIUM,1,376.6
SHYRELLE,ZETIA,1,11265.59
SHYRELLE,ZOLPIDEM TARTRATE,1,355.28
POTASSIUM CITRATE-CITRIC ACID,5,6199.66
DELESTROGEN,4,19280.89
HENRY,ESTRADIOL-NORETHINDRONE ACETAT,1,1195.41
HENRY,PREMARIN,1,3624.68
DANIEL,BACLOFEN,1,504.38
DANIEL,BUPRENORPHINE HCL,1,14142.07
DANIEL,BUPRENORPHINE-NALOXONE,1,19595.52
DANIEL,CITALOPRAM HBR,1,185.01
DANIEL,DULOXETINE HCL,1,3296.44
DANIEL,FLUOXETINE HCL,1,24.43
DANIEL,GABAPENTIN,1,2326.98
DANIEL,HYDROCODONE-ACETAMINOPHEN,1,399.56
DANIEL,IBUPROFEN,1,97.54
DANIEL,LYRICA,1,14708.04
DANIEL,METHADONE HCL,1,1727.12
DANIEL,METHOCARBAMOL,1,217.6
DANIEL,NALTREXONE HCL,1,861.57
DANIEL,OXCARBAZEPINE,1,689.52
DANIEL,PHENOBARBITAL,1,108.09
DANIEL,PROMETHAZINE HCL,1,282.96
DANIEL,QUETIAPINE FUMARATE,1,2327.05
DANIEL,SUBOXONE,1,146287.71
DANIEL,TIZANIDINE HCL,1,611.57
DANIEL,TRAZODONE HCL,1,735.51
DANIEL,VENLAFAXINE HCL ER,1,389.62
GABLOFEN,7,176972.35
DILT-CD,6,1421.88
JAMES,CEPHALEXIN,8,1003.9599999999999
JAMES,CHLORHEXIDINE GLUCONATE,3,835.28
TEXACORT,1,2232.7
FENOGLIDE,13,87186.39
RALPH,AMOXICILLIN,1,174.76
RALPH,CLINDAMYCIN HCL,1,140.86
GLYNASE,4,6609.05
CEFOTAXIME SODIUM,1,817.16
TATYANA,AMANTADINE,1,584.08
TATYANA,AMITRIPTYLINE HCL,1,840.28
TATYANA,AZILECT,1,7423.6
TATYANA,BUTALBITAL-ACETAMINOPHEN-CAFFE,1,1448.11
TATYANA,CARBAMAZEPINE,1,2277.58
TATYANA,CARBAMAZEPINE ER,1,890.12
TATYANA,CARBIDOPA-LEVODOPA,1,428.85
TATYANA,CELECOXIB,1,6824.01
TATYANA,CITALOPRAM HBR,1,35.87
TATYANA,DICLOFENAC SODIUM,1,851.84
TATYANA,DIVALPROEX SODIUM ER,1,1844.83
TATYANA,DONEPEZIL HCL,1,521.93
TATYANA,DULOXETINE HCL,1,2037.97
TATYANA,GABAPENTIN,1,4112.43
TATYANA,HYDROCHLOROTHIAZIDE,1,31.7
TATYANA,LAMOTRIGINE,1,484.75
TATYANA,LEVETIRACETAM,1,5250.22
TATYANA,LYRICA,1,6071.68
TATYANA,MECLIZINE HCL,1,462.39
TATYANA,MEMANTINE HCL,1,3471.54
TATYANA,NAMENDA,1,10449.91
TATYANA,NAMENDA XR,1,10555.97
TATYANA,NAPROXEN,1,518.41
TATYANA,NAPROXEN SODIUM,1,992.12
TATYANA,NORTRIPTYLINE HCL,1,93.99
TATYANA,OXCARBAZEPINE,1,381.0
TATYANA,OXYCODONE-ACETAMINOPHEN,1,1143.21
TATYANA,PHENYTOIN SODIUM EXTENDED,1,646.47
TATYANA,PROPRANOLOL HCL,1,223.04
TATYANA,PROPRANOLOL HCL ER,1,1425.19
TATYANA,RIVASTIGMINE,1,6391.68
TATYANA,RIZATRIPTAN,1,942.98
TATYANA,SUMATRIPTAN SUCCINATE,1,568.86
TATYANA,TIZANIDINE HCL,1,1629.25
TATYANA,TOPIRAMATE,1,869.01
TATYANA,TRAMADOL HCL,1,63.2
TATYANA,VERAPAMIL ER,1,289.98
TATYANA,VIMPAT,1,24579.82
TATYANA,VOLTAREN,1,8227.64
TATYANA,ZOLPIDEM TARTRATE,1,256.64
TATYANA,ZONISAMIDE,1,426.64
PHOSLO,1,1409.76
ZENATANE,6,33107.18
DUDLEY,CEPHALEXIN,1,51.47
DUDLEY,HYDROCODONE-ACETAMINOPHEN,1,113.18
DUDLEY,PENICILLIN V POTASSIUM,1,184.79
JAMES,AMOXICILLIN,8,2057.89
LAXMANA,AMLODIPINE BESYLATE,1,215.74
LAXMANA,ATENOLOL,1,172.86
LAXMANA,ATORVASTATIN CALCIUM,1,1186.36
LAXMANA,CARBAMAZEPINE ER,1,411.8
LAXMANA,CARVEDILOL,1,208.57
LAXMANA,CHLORTHALIDONE,1,623.23
LAXMANA,CILOSTAZOL,1,1102.77
LAXMANA,CLOPIDOGREL,1,400.04
LAXMANA,CRESTOR,1,12298.78
LAXMANA,ESCITALOPRAM OXALATE,1,104.82
LAXMANA,GLIMEPIRIDE,1,304.95
LAXMANA,HYDROCHLOROTHIAZIDE,1,177.77
LAXMANA,HYDROCODONE-ACETAMINOPHEN,1,200.51
LAXMANA,ISOSORBIDE MONONITRATE ER,1,476.38
LAXMANA,LEVOCETIRIZINE DIHYDROCHLORIDE,1,152.3
LAXMANA,LEVOTHYROXINE SODIUM,1,462.69
LAXMANA,LISINOPRIL,1,181.47
LAXMANA,LISINOPRIL-HYDROCHLOROTHIAZIDE,1,198.67
LAXMANA,LOSARTAN POTASSIUM,1,888.99
LAXMANA,METFORMIN HCL,1,143.78
LAXMANA,METOPROLOL SUCCINATE,1,1008.17
LAXMANA,METOPROLOL TARTRATE,1,63.79
LAXMANA,NIFEDICAL XL,1,438.32
LAXMANA,NIFEDIPINE ER,1,752.52
LAXMANA,OMEPRAZOLE,1,84.54
LAXMANA,PANTOPRAZOLE SODIUM,1,153.54
LAXMANA,POLYETHYLENE GLYCOL 3350,1,512.06
LAXMANA,PRAVASTATIN SODIUM,1,1167.55
LAXMANA,RAMIPRIL,1,251.3
LAXMANA,SIMVASTATIN,1,441.89
LAXMANA,WARFARIN SODIUM,1,687.29
LAXMANA,XARELTO,1,7152.9
LAXMANA,ZETIA,1,6910.61
ARZERRA,1,189011.04
ALBUMIN (HUMAN),1,32253.94
VICTOR,ALPRAZOLAM,1,154.28
VICTOR,FLUOXETINE HCL,1,41.93
VICTOR,MIRTAZAPINE,1,407.04
ISOPTO CARPINE,8,9090.58
AYGESTIN,2,1968.6100000000001
TAMARA,AMLODIPINE BESYLATE,1,73.27
TAMARA,ATENOLOL,1,131.9
TAMARA,ATORVASTATIN CALCIUM,1,561.24
TAMARA,BUSPIRONE HCL,1,482.58
TAMARA,CARVEDILOL,1,156.51
TAMARA,CIPROFLOXACIN HCL,1,231.11
TAMARA,CITALOPRAM HBR,1,620.1
TAMARA,DONEPEZIL HCL,1,990.73
TAMARA,DULOXETINE HCL,1,2158.19
TAMARA,ENALAPRIL MALEATE,1,334.02
TAMARA,FENTANYL,1,1428.6
TAMARA,FINASTERIDE,1,579.54
TAMARA,FLUTICASONE PROPIONATE,1,605.34
TAMARA,FUROSEMIDE,1,368.9
TAMARA,GABAPENTIN,1,1133.28
TAMARA,GLIMEPIRIDE,1,69.84
TAMARA,HYDROCHLOROTHIAZIDE,1,284.28
TAMARA,HYDROCODONE-ACETAMINOPHEN,1,602.0
TAMARA,LEVOTHYROXINE SODIUM,1,2006.27
TAMARA,LISINOPRIL,1,396.63
TAMARA,LOSARTAN POTASSIUM,1,972.11
TAMARA,LOVASTATIN,1,246.56
TAMARA,MELOXICAM,1,58.61
TAMARA,METOPROLOL SUCCINATE,1,565.97
TAMARA,METOPROLOL TARTRATE,1,143.22
TAMARA,MIRTAZAPINE,1,937.85
TAMARA,NAMENDA,1,10228.32
TAMARA,OLANZAPINE,1,1421.98
TAMARA,OMEPRAZOLE,1,459.24
TAMARA,POLYETHYLENE GLYCOL 3350,1,344.81
TAMARA,PREDNISONE,1,230.8
TAMARA,QUETIAPINE FUMARATE,1,699.72
TAMARA,RISPERIDONE,1,172.94
TAMARA,SERTRALINE HCL,1,175.49
TAMARA,SPIRONOLACTONE,1,192.61
TAMARA,TAMSULOSIN HCL,1,842.62
TAMARA,TRAMADOL HCL,1,140.85
TAMARA,TRAZODONE HCL,1,454.98
TAMARA,WARFARIN SODIUM,1,189.55
TAMARA,XARELTO,1,4508.04
TAMARA,ZETIA,1,2605.46
FELIX,ALLOPURINOL,1,83.96
FELIX,AVODART,1,40758.89
FELIX,BETHANECHOL CHLORIDE,1,6881.9
FELIX,BICALUTAMIDE,1,296.11
FELIX,CEPHALEXIN,1,153.95
FELIX,CIPROFLOXACIN HCL,1,264.72
FELIX,CLOTRIMAZOLE-BETAMETHASONE,1,372.44
FELIX,DESMOPRESSIN ACETATE,1,1022.38
FELIX,DOXAZOSIN MESYLATE,1,1449.73
FELIX,DOXYCYCLINE MONOHYDRATE,1,309.12
FELIX,DUTASTERIDE,1,4152.35
FELIX,ENABLEX,1,3164.1
FELIX,FINASTERIDE,1,3666.46
FELIX,HYDROCODONE-ACETAMINOPHEN,2,1109.01
FELIX,JALYN,1,3728.21
FELIX,MYRBETRIQ,1,8182.93
FELIX,NITROFURANTOIN,1,478.28
FELIX,NITROFURANTOIN MONO-MACRO,1,1505.4
FELIX,OXYBUTYNIN CHLORIDE,1,323.51
FELIX,OXYBUTYNIN CHLORIDE ER,1,8012.79
FELIX,PROPRANOLOL HCL,1,165.54
FELIX,RAPAFLO,1,6418.8
FELIX,SULFAMETHOXAZOLE-TRIMETHOPRIM,1,209.16
FELIX,TAMSULOSIN HCL,1,19517.69
FELIX,TERAZOSIN HCL,1,683.02
FELIX,TOLTERODINE TARTRATE ER,1,13022.89
FELIX,TOVIAZ,1,9579.0
FELIX,VESICARE,1,39924.34
ANADROL-50,10,670120.0499999999
VELETRI,2,148546.14
GREGORY,CELECOXIB,1,3300.01
GREGORY,CYCLOBENZAPRINE HCL,1,339.55
GREGORY,GABAPENTIN,1,5525.63
GREGORY,HYDROCODONE-ACETAMINOPHEN,1,1419.52
GREGORY,IBUPROFEN,1,185.89
GREGORY,MELOXICAM,1,630.04
GREGORY,NAPROXEN,1,677.93
GREGORY,OXYCODONE HCL,1,1376.11
GREGORY,PREDNISONE,1,40.07
GREGORY,TRAMADOL HCL,1,324.22
LOTENSIN HCT,1,670.12
HEPARIN SODIUM IN 0.45% NACL,1,432.52
HEPARIN SODIUM-D5W,1,975.0
OB COMPLETE PETITE,1,1883.7
MULTIVITAMINS WITH FLUORIDE,2,214.73000000000002
CENTANY AT,1,2317.1
PRIFTIN,4,3197.31
JON,AZITHROMYCIN,1,96.81
JON,CIPROFLOXACIN HCL,1,181.66
JON,CLINDAMYCIN HCL,1,109.55
JON,CYCLOBENZAPRINE HCL,1,117.87
JON,DICYCLOMINE HCL,1,57.65
JON,FAMOTIDINE,1,138.48
JON,FUROSEMIDE,1,82.58
JON,HYDROCODONE-ACETAMINOPHEN,1,989.97
JON,LABETALOL HCL,1,232.0
JON,LEVOFLOXACIN,1,251.96
JON,LISINOPRIL-HYDROCHLOROTHIAZIDE,1,35.55
JON,MECLIZINE HCL,1,167.26
JON,MELOXICAM,1,126.9
JON,OXYCODONE-ACETAMINOPHEN,1,618.35
JON,PREDNISONE,1,285.94
JON,PROAIR HFA,1,710.35
JON,PROMETHAZINE HCL,1,63.88
JON,SULFAMETHOXAZOLE-TRIMETHOPRIM,1,97.93
JON,TAMSULOSIN HCL,1,141.67
JON,TRAMADOL HCL,1,106.02
XIAFLEX,2,135834.32
LOCOID LIPOCREAM,2,20570.13
VITEKTA,2,25183.07
RAYMOND,ALLOPURINOL,2,2524.53
RAYMOND,AMLODIPINE BESYLATE,2,4000.35
RAYMOND,AMLODIPINE BESYLATE-BENAZEPRIL,2,1041.04
RAYMOND,ATENOLOL,2,2184.92
RAYMOND,ATORVASTATIN CALCIUM,2,18896.8
RAYMOND,BD ULTRA-FINE PEN NEEDLE,2,8091.150000000001
RAYMOND,BENAZEPRIL HCL,2,496.67
RAYMOND,BENICAR,1,10523.98
RAYMOND,BENICAR HCT,1,8911.09
RAYMOND,BYDUREON PEN,1,7508.96
RAYMOND,BYETTA,1,27496.51
RAYMOND,BYSTOLIC,2,6250.95
RAYMOND,CABERGOLINE,1,4033.21
RAYMOND,CALCITRIOL,1,1232.11
RAYMOND,CARTIA XT,2,1966.37
RAYMOND,CARVEDILOL,2,1319.3
RAYMOND,CHLORTHALIDONE,1,1058.48
RAYMOND,CITALOPRAM HBR,2,1021.67
RAYMOND,CLONIDINE HCL,1,172.88
RAYMOND,CLORAZEPATE DIPOTASSIUM,1,138.59
RAYMOND,CRESTOR,1,93339.61
RAYMOND,DESMOPRESSIN ACETATE,1,1142.1
RAYMOND,DILTIAZEM 24HR ER,2,3449.95
